index,video_title,video_link,video_length,video_likes,video_dislikes,video_id,video_tags,vector_tags
17502,Modest Schoolgirl Mona Blue And Her Slutty Girlfriend Hot Boyfriend,https://www.pornktube.tv/videos/17502/modest-schoolgirl-mona-blue-and-her-slutty-girlfriend-hot-boyfriend/,30,1119,588,17502,"['anal', 'group_sex', 'teen']","[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0]"
17519,"Cheeky Thief Repents, But All Equally She Should Be Punished",https://www.pornktube.tv/videos/17519/cheeky-thief-repents-but-all-equally-she-should-be-punished/,49,1655,940,17519,"['big_tits', 'fat', 'feet']","[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
17503,Tanned Small Tits Schoolgirl Dania Vega And Her Young Boyfriend,https://www.pornktube.tv/videos/17503/tanned-small-tits-schoolgirl-dania-vega-and-her-young-boyfriend/,37,1021,525,17503,"['latin', 'pov', 'teen']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 0 0 0 0 1 0 0]"
17516,Charly Summer - Thief Must Sit In Jail Or Cock (c) Gleb Zheglov,https://www.pornktube.tv/videos/17516/charly-summer-thief-must-sit-in-jail-or-cock-c-gleb-zheglov/,41,1275,709,17516,"['big_tits', 'cum', 'teen']","[0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0]"
17512,Small Tits Punks And Special Sex Toy Made For Them By Their Step Brother,https://www.pornktube.tv/videos/17512/small-tits-punks-and-special-sex-toy-made-for-them-by-their-step-brother/,30,662,326,17512,"['sex_toy', 'tattoo', 'teen']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 1 0 1 0 0]"
17499,Sly Blonde Emma Hix Knows How To Persuade Me To Make A Sale,https://www.pornktube.tv/videos/17499/sly-blonde-emma-hix-knows-how-to-persuade-me-to-make-a-sale/,36,999,599,17499,"['amateur', 'blonde', 'pov']","[1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
17469,My Step Brother Came Back From School And Fucked My Tender Wet Pussy,https://www.pornktube.tv/videos/17469/my-step-brother-came-back-from-school-and-fucked-my-tender-wet-pussy/,38,2593,1536,17469,"['asian', 'brunette', 'teen']","[0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0]"
17471,Mortal Kombat XXX - Liu Keng And The Amazing Kitana,https://www.pornktube.tv/videos/17471/mortal-kombat-xxx-liu-keng-and-the-amazing-kitana/,41,423,242,17471,"['asian', 'teen']","[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0]"
17453,Tight Pussy College Girl Selina Moon Gets Fucked By BBC,https://www.pornktube.tv/videos/17453/tight-pussy-college-girl-selina-moon-gets-fucked-by-bbc/,36,1295,780,17453,"['black', 'interracial', 'teen']","[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0]"
17458,Skinny Guy Fucks Fat Ass Teen Secretly From His Girlfriend,https://www.pornktube.tv/videos/17458/skinny-guy-fucks-fat-ass-teen-secretly-from-his-girlfriend/,30,3295,1832,17458,"['anal', 'cheating', 'fat']","[0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
17456,Ebony Boobs And Curvy Booty Bitch Takes Big Black Cock,https://www.pornktube.tv/videos/17456/ebony-boobs-and-curvy-booty-bitch-takes-big-black-cock/,53,1469,855,17456,"['black', 'fat']","[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
17466,Russian Woman Gets Her Horny Thirsty Ass Plowed By Steve,https://www.pornktube.tv/videos/17466/russian-woman-gets-her-horny-thirsty-ass-plowed-by-steve/,57,1536,916,17466,"['anal', 'big_tits', 'mature']","[0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
17461,Busty Sissy Sofi Ryan Seduced By Kinky Guy,https://www.pornktube.tv/videos/17461/busty-sissy-sofi-ryan-seduced-by-kinky-guy/,21,1447,878,17461,"['big_tits', 'feet']","[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
17468,Angela White - Beautiful Lady With Big Tits Fucks Like A Whore,https://www.pornktube.tv/videos/17468/angela-white-beautiful-lady-with-big-tits-fucks-like-a-whore/,37,1336,724,17468,"['amateur', 'big_tits', 'pov']","[1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
17470,Tough Guy Fucks Busty MILF Billie Star And Petite Teen Lady Bug,https://www.pornktube.tv/videos/17470/tough-guy-fucks-busty-milf-billie-star-and-petite-teen-lady-bug/,29,1063,686,17470,"['group_sex', 'teen']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0]"
17463,Hot Brunette Chloe Lamour Takes Cocks In Her Pussy And Ass,https://www.pornktube.tv/videos/17463/hot-brunette-chloe-lamour-takes-cocks-in-her-pussy-and-ass/,43,1097,667,17463,"['anal', 'double_penetration', 'group_sex']","[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
17460,Amazing MILF Gets Her Oiled Pussy Fucked On The Massage Table,https://www.pornktube.tv/videos/17460/amazing-milf-gets-her-oiled-pussy-fucked-on-the-massage-table/,47,2542,1470,17460,"['massage', 'mature', 'pornstar']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
17472,I Thought My Wife Was Pissed Off But She Really Wants Threesome,https://www.pornktube.tv/videos/17472/i-thought-my-wife-was-pissed-off-but-she-really-wants-threesome/,35,1642,934,17472,"['big_tits', 'cheating', 'feet']","[0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
17467,Passionate Porn Threesome! Busty MILFs And Their Fuckers,https://www.pornktube.tv/videos/17467/passionate-porn-threesome-busty-milfs-and-their-fuckers/,61,2194,1187,17467,"['big_tits', 'group_sex', 'pornstar']","[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
17462,Big Black Guy Jax Slayher Fucks Petite Latina Eliza Ibarra,https://www.pornktube.tv/videos/17462/big-black-guy-jax-slayher-fucks-petite-latina-eliza-ibarra/,31,1954,938,17462,"['black', 'brunette', 'interracial']","[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
17457,Brad Sterling Seduced By His StepSis And Her Depraved Friends,https://www.pornktube.tv/videos/17457/brad-sterling-seduced-by-his-stepsis-and-her-depraved-friends/,44,968,537,17457,"['blonde', 'group_sex', 'teen']","[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0]"
17447,Small Ebony Tits Teen Scarlit Scandal Interracial With Jake Adams,https://www.pornktube.tv/videos/17447/small-ebony-tits-teen-scarlit-scandal-interracial-with-jake-adams/,30,1783,973,17447,"['black', 'hardcore', 'teen']","[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0]"
17451,Pink Hair CatGirl Gets Fucked By Her Lustful Step Dad,https://www.pornktube.tv/videos/17451/pink-hair-catgirl-gets-fucked-by-her-lustful-step-dad/,36,588,365,17451,"['amateur', 'pov', 'teen']","[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 0 0 0 0 1 0 0]"
17446,Young Boy Tyler Nixon Tricks His Stepmom London River For Anal,https://www.pornktube.tv/videos/17446/young-boy-tyler-nixon-tricks-his-stepmom-london-river-for-anal/,38,1499,859,17446,"['anal', 'big_tits', 'mature']","[0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
17170,Russian MILF Misha Maver Jerks Her Pussy After Sweet Dreams,https://www.pornktube.tv/videos/17170/russian-milf-misha-maver-jerks-her-pussy-after-sweet-dreams/,27,1190,686,17170,"['solo', 'tattoo', 'teen']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 1 0 0 0 1 0 1 0 0]"
17443,Horny Babe Shows Her Fit Ass And Big Natural Tits Before Sex,https://www.pornktube.tv/videos/17443/horny-babe-shows-her-fit-ass-and-big-natural-tits-before-sex/,33,1137,531,17443,"['big_tits', 'mature']","[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
17445,Strict Coach Dominates Young Football Players Locker Room,https://www.pornktube.tv/videos/17445/strict-coach-dominates-young-football-players-locker-room/,31,2097,1181,17445,"['anal', 'big_tits', 'latin']","[0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
17083,Mature Man Steve Holmes Fucks His Stepdaughter During Morning Exercise,https://www.pornktube.tv/videos/17083/mature-man-steve-holmes-fucks-his-stepdaughter-during-morning-exercise/,30,1226,678,17083,"['blonde', 'teen']","[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0]"
17414,Perky Teen Ginebra Bellucci Loves Outdoor Fun And Double Penetration,https://www.pornktube.tv/videos/17414/perky-teen-ginebra-bellucci-loves-outdoor-fun-and-double-penetration/,44,910,474,17414,"['anal', 'double_penetration', 'latin']","[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
17430,Sensual Video With Romantic Teen And Her Grown Boyfriend,https://www.pornktube.tv/videos/17430/sensual-video-with-romantic-teen-and-her-grown-boyfriend/,33,2529,1278,17430,"['blowjob', 'cunnilingus', 'teen']","[0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0]"
17436,Romantic Porn With Busty Blonde Sharon White And Lucky Loser,https://www.pornktube.tv/videos/17436/romantic-porn-with-busty-blonde-sharon-white-and-lucky-loser/,36,1090,621,17436,"['big_tits', 'blonde', 'teen']","[0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0]"
17363,Skinny Babe Clara Trinity Takes A Big Cock In Her Tiny Pussy,https://www.pornktube.tv/videos/17363/skinny-babe-clara-trinity-takes-a-big-cock-in-her-tiny-pussy/,42,1004,564,17363,"['asian', 'teen']","[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0]"
17441,Beautiful Body Exotic Housewife Azul Hermosa Gets Fucked By BBC,https://www.pornktube.tv/videos/17441/beautiful-body-exotic-housewife-azul-hermosa-gets-fucked-by-bbc/,22,1272,700,17441,"['black', 'cum', 'interracial']","[0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
17386,Poor Guy Broke His Arm And Needs Help From His Step Sister,https://www.pornktube.tv/videos/17386/poor-guy-broke-his-arm-and-needs-help-from-his-step-sister/,42,4237,2189,17386,"['latin', 'masturbation', 'teen']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0]"
17424,Perfect Ass Teen Katie Kush Gets Assfucked By Xander Corvus,https://www.pornktube.tv/videos/17424/perfect-ass-teen-katie-kush-gets-assfucked-by-xander-corvus/,38,949,551,17424,"['anal', 'blonde', 'teen']","[0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0]"
17437,Big Fat Booty Teen Sofia Lee Seduced On First Date,https://www.pornktube.tv/videos/17437/big-fat-booty-teen-sofia-lee-seduced-on-first-date/,24,2365,1369,17437,"['big_tits', 'fat', 'teen']","[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0]"
17427,Muscular Guy Duncan Saint Fucks Mature Latina Rose Monroe,https://www.pornktube.tv/videos/17427/muscular-guy-duncan-saint-fucks-mature-latina-rose-monroe/,28,1714,902,17427,"['big_tits', 'fat', 'latin']","[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
17439,Triple Penetration And Blowjob. Poor Girl Can't Control It,https://www.pornktube.tv/videos/17439/triple-penetration-and-blowjob-poor-girl-can-t-control-it/,60,1305,792,17439,"['anal', 'double_penetration', 'group_sex']","[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
17425,Muscle Guy Fucked His Roommate Katy Rose While In VR Helmet,https://www.pornktube.tv/videos/17425/muscle-guy-fucked-his-roommate-katy-rose-while-in-vr-helmet/,35,3079,1771,17425,"['cheating', 'feet', 'masturbation']","[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
17416,Petite Thief Kira Perez Gets Pawed By Strict Guy Tyler Steel,https://www.pornktube.tv/videos/17416/petite-thief-kira-perez-gets-pawed-by-strict-guy-tyler-steel/,36,1576,927,17416,"['feet', 'latin', 'teen']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0]"
17440,"[RealityKings] Angel Youngs, Keely Rose - Twos Cumpany (Van Wylde) =",https://www.pornktube.tv/videos/17440/ne-rasteryalas-i-vyebala-nevernogo-parnya-i-svoyu-podrugu/,39,902,528,17440,"['cheating', 'group_sex', 'teen']","[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0]"
17426,Busty Lady Has Passionate Sex On The Kitchen Table,https://www.pornktube.tv/videos/17426/busty-lady-has-passionate-sex-on-the-kitchen-table/,33,1650,993,17426,"['big_tits', 'mature', 'pornstar']","[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
16293,Mature Housewife And Her Stepdaughter Aften Opal At The Family Feast,https://www.pornktube.tv/videos/16293/mature-housewife-and-her-stepdaughter-aften-opal-at-the-family-feast/,32,2208,1457,16293,"['feet', 'swinger', 'teen']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 1 0 0 1 0 0]"
17433,My Daughter's New Boyfriend Wants Sex And I Can Give It,https://www.pornktube.tv/videos/17433/my-daughter-s-new-boyfriend-wants-sex-and-i-can-give-it/,43,4088,2462,17433,"['big_tits', 'mature', 'pov']","[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
17422,Fetish Slut Jewelz Blu In Latex Suit Takes Big Tattooed Dick,https://www.pornktube.tv/videos/17422/fetish-slut-jewelz-blu-in-latex-suit-takes-big-tattooed-dick/,30,1253,731,17422,"['big_tits', 'feet', 'teen']","[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0]"
17419,Married Man Preston Parker Loves Big Tan Butts And Curvy Boobs,https://www.pornktube.tv/videos/17419/married-man-preston-parker-loves-big-tan-butts-and-curvy-boobs/,39,1642,984,17419,"['big_tits', 'mature', 'pornstar']","[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
17442,Lucky Black Guy Ricky Johnson Pokes Two Posh White Asses,https://www.pornktube.tv/videos/17442/lucky-black-guy-ricky-johnson-pokes-two-posh-white-asses/,39,1837,1212,17442,"['anal', 'group_sex', 'interracial']","[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
17431,Natural Tits Teen Takes A Tattooed Cock In Her Shaggy Pussy,https://www.pornktube.tv/videos/17431/natural-tits-teen-takes-a-tattooed-cock-in-her-shaggy-pussy/,32,1121,665,17431,"['blowjob', 'tattoo', 'teen']","[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 0 1 0 0]"
17435,Czech Girl Gets Her Tight Pussy Plowed Under City Bridge,https://www.pornktube.tv/videos/17435/czech-girl-gets-her-tight-pussy-plowed-under-city-bridge/,29,1317,766,17435,"['amateur', 'nudist', 'teen']","[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0]"
17438,Subil Arch - Sex With A Stranger Man Instead Of A Boring Job,https://www.pornktube.tv/videos/17438/subil-arch-sex-with-a-stranger-man-instead-of-a-boring-job/,34,989,577,17438,"['big_tits', 'blonde', 'mature']","[0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
17444,[RealityKings] Josephine Jackson - Shvitz and Big Natural Tits (Erik Everhard) =,https://www.pornktube.tv/videos/17444/russkaya-razvratnica-yulya-senyuk-shpilitsya-s-jenatym-mujikom-podle-ego-suprugi/,41,1330,700,17444,"['big_tits', 'blonde', 'cheating', 'public']","[0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
 0 0 0 0 0 0 0 0 0 0 0 0]"
17417,Inexperienced Thief Caught In The Act And Punished By Big Cock,https://www.pornktube.tv/videos/17417/inexperienced-thief-caught-in-the-act-and-punished-by-big-cock/,35,2073,1178,17417,"['black', 'brunette', 'interracial']","[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
17428,Granny Neighbor Syren De Mer Caught Me And My Horny Stepmom,https://www.pornktube.tv/videos/17428/granny-neighbor-syren-de-mer-caught-me-and-my-horny-stepmom/,53,1197,750,17428,"['lesbian', 'mature', 'pornstar']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
17387,Small Teen Tits Schoolgirl Seduces Her Busty Teacher,https://www.pornktube.tv/videos/17387/small-teen-tits-schoolgirl-seduces-her-busty-teacher/,43,1295,814,17387,"['big_tits', 'mature', 'teacher']","[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 0 0 0]"
17432,Small Tits Scarlett Mae Gets Her Redhead Pussy Wrecked,https://www.pornktube.tv/videos/17432/small-tits-scarlett-mae-gets-her-redhead-pussy-wrecked/,20,1632,925,17432,"['blowjob', 'cunnilingus', 'teen']","[0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0]"
17429,My Husband Doesn't Want To Fuck Me! But I Will Get What I Want,https://www.pornktube.tv/videos/17429/my-husband-doesn-t-want-to-fuck-me-but-i-will-get-what-i-want/,23,3685,2018,17429,"['big_tits', 'brunette', 'pornstar']","[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
17423,Czechoslovak Big Guy Fucks Busty Ukrainian Housewife Josephine Jackson,https://www.pornktube.tv/videos/17423/czechoslovak-big-guy-fucks-busty-ukrainian-housewife-josephine-jackson/,34,2098,1191,17423,"['big_tits', 'teen']","[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0]"
17177,Tricky Roommate Fucks Purple Bitch And Cum In Her Ass,https://www.pornktube.tv/videos/17177/tricky-roommate-fucks-purple-bitch-and-cum-in-her-ass/,46,642,365,17177,"['anal', 'big_tits', 'russian', 'teen']","[0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 1 0 0 0 0 0 0 0 0 1 0 0]"
17325,Young Guy Fucks His Girlfriend's Granny In The Bathroom,https://www.pornktube.tv/videos/17325/young-guy-fucks-his-girlfriend-s-granny-in-the-bathroom/,48,852,501,17325,"['group_sex', 'mature', 'pov']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
17409,Family Man Invites Young Nanny And Trusts Her Pussy For Strength,https://www.pornktube.tv/videos/17409/family-man-invites-young-nanny-and-trusts-her-pussy-for-strength/,37,1046,602,17409,"['teen', 'work']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 1]"
17418,My Step Dad Fucked Me While I Was Stuck In The Washing Machine,https://www.pornktube.tv/videos/17418/my-step-dad-fucked-me-while-i-was-stuck-in-the-washing-machine/,30,2612,1559,17418,"['big_tits', 'cunnilingus', 'latin']","[0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
17373,Tattooed Guy Fucks His Girlfriend's Horny Sister Aften Opal,https://www.pornktube.tv/videos/17373/tattooed-guy-fucks-his-girlfriend-s-horny-sister-aften-opal/,37,2988,1553,17373,"['blowjob', 'cheating', 'teen']","[0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0]"
17420,Tattooed Small Tits Punk Takes Her Step Brother's Cock In A Wet Pussy,https://www.pornktube.tv/videos/17420/tattooed-small-tits-punk-takes-her-step-brother-s-cock-in-a-wet-pussy/,46,1389,772,17420,"['feet', 'tattoo', 'teen']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 0 1 0 0]"
17383,Black Guy And His Boss's Young Daughter Apolonia Lapiedra,https://www.pornktube.tv/videos/17383/black-guy-and-his-boss-s-young-daughter-apolonia-lapiedra/,44,2244,1252,17383,"['black', 'interracial', 'latin']","[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
